focal.strain	int.id	i.int	j.int	outcome	score.d	score.o	dom.score	psim	pdist	tdist1	tdist2	tdist3	tdist4	i.clade	j.clade	WB	self	RI	RNI	ASYM	SUM
33E	13A	1	1	RI	1	1	0	100	0	3.09E-05	55.7543126	0.048899006	83.2422704	Pflu	Pflu	W	0	1	0	0	1
33E	03A	0	1	33E	2	1	1	98.2	1.8	6.71E-05	61.8713448	0.020848314	5.857653	Pflu	Pflu	W	0	0	0	1	1
33E	06A	0	1	33E	2	1	1	98.2	1.8	6.75E-05	42.5112735	0.009435658	38.996722	Pflu	Pflu	W	0	0	0	1	1
33E	46A	0	2	33E	2	2	2	93.2	6.8	0.000474849	297.1792944	0.190666872	276.9186373	Pflu	Pflu	W	0	0	0	1	1
13A	03A	0	1	13A	2	1	1	98.2	1.8	9.80E-05	117.6256574	0.028050692	89.0999234	Pflu	Pflu	W	0	0	0	1	1
13A	06A	1	1	RI	1	1	0	98.2	1.8	9.84E-05	98.2655861	0.039463348	122.2389924	Pflu	Pflu	W	0	1	0	0	1
13A	46A	0	2	13A	2	2	2	93.2	6.8	0.000505761	352.933607	0.141767866	193.6763669	Pflu	Pflu	W	0	0	0	1	1
03A	06A	1	0	06A	1	0	-1	100	0	3.89E-07	19.3600713	0.011412656	33.139069	Pflu	Pflu	W	0	0	0	1	1
03A	46A	0	2	03A	2	2	2	93	7	0.000407725	235.3079496	0.169818558	282.7762903	Pflu	Pflu	W	0	0	0	1	1
06A	46A	0	2	06A	2	2	2	93	7	0.000407336	254.6680209	0.181231214	315.9153593	Pflu	Pflu	W	0	0	0	1	1
